file name,file size,number of words,% negative,% positive,% uncertainty,% litigious,% strong modal,% weak modal,% constraining,# of alphabetic,# of digits,# of numbers,avg # of syllables per word,average word length,vocabulary
C:\Users\Suprabhat kumar\Downloads\tweets.txt/.,384441,45045,2.135642135642136,1.16994116994117,1.0234210234210235,0.9657009657009658,0.40848040848040845,0.666000666000666,0.08436008436008435,308712,5259,1464,1.6092796092796093,5.333843933843934,3677
